SpeciesID	SpeciesName	Annotation
s_1003	L-glycine [cytoplasm]	http://identifiers.org/kegg.compound/C00037
s_1004	L-glycine [extracellular]	http://identifiers.org/chebi/CHEBI:15428
s_1004	L-glycine [extracellular]	http://identifiers.org/kegg.compound/C00037
s_1005	L-glycine [mitochondrion]	http://identifiers.org/chebi/CHEBI:15428
s_1005	L-glycine [mitochondrion]	http://identifiers.org/kegg.compound/C00037
s_1006	L-histidine [cytoplasm]	http://identifiers.org/chebi/CHEBI:15971
s_1006	L-histidine [cytoplasm]	http://identifiers.org/kegg.compound/C00135
s_1007	L-histidine [extracellular]	http://identifiers.org/chebi/CHEBI:15971
s_1007	L-histidine [extracellular]	http://identifiers.org/kegg.compound/C00135
s_1008	L-histidine [mitochondrion]	http://identifiers.org/chebi/CHEBI:15971
s_1008	L-histidine [mitochondrion]	http://identifiers.org/kegg.compound/C00135
s_1009	L-histidine [vacuole]	http://identifiers.org/chebi/CHEBI:15971
s_1009	L-histidine [vacuole]	http://identifiers.org/kegg.compound/C00135
s_1010	L-histidinol [cytoplasm]	http://identifiers.org/chebi/CHEBI:57699
s_1010	L-histidinol [cytoplasm]	http://identifiers.org/kegg.compound/C00860
s_1011	L-histidinol phosphate [cytoplasm]	http://identifiers.org/chebi/CHEBI:57980
s_1011	L-histidinol phosphate [cytoplasm]	http://identifiers.org/kegg.compound/C01100
s_1012	L-homocysteine [cytoplasm]	http://identifiers.org/chebi/CHEBI:17588
s_1012	L-homocysteine [cytoplasm]	http://identifiers.org/kegg.compound/C00155
s_1014	L-homoserine [cytoplasm]	http://identifiers.org/chebi/CHEBI:15699
s_1014	L-homoserine [cytoplasm]	http://identifiers.org/kegg.compound/C00263
s_1015	L-homoserine [extracellular]	http://identifiers.org/chebi/CHEBI:15699
s_1015	L-homoserine [extracellular]	http://identifiers.org/kegg.compound/C00263
s_1016	L-isoleucine [cytoplasm]	http://identifiers.org/chebi/CHEBI:17191
s_1016	L-isoleucine [cytoplasm]	http://identifiers.org/kegg.compound/C00407
s_1017	L-isoleucine [extracellular]	http://identifiers.org/chebi/CHEBI:17191
s_1017	L-isoleucine [extracellular]	http://identifiers.org/kegg.compound/C00407
s_1018	L-isoleucine [mitochondrion]	http://identifiers.org/chebi/CHEBI:17191
s_1018	L-isoleucine [mitochondrion]	http://identifiers.org/kegg.compound/C00407
s_1019	L-isoleucine [vacuole]	http://identifiers.org/chebi/CHEBI:17191
s_1019	L-isoleucine [vacuole]	http://identifiers.org/kegg.compound/C00407
s_1020	L-kynurenine [cytoplasm]	http://identifiers.org/chebi/CHEBI:16946
s_1020	L-kynurenine [cytoplasm]	http://identifiers.org/kegg.compound/C00328
s_1021	L-leucine [cytoplasm]	http://identifiers.org/chebi/CHEBI:15603
s_1021	L-leucine [cytoplasm]	http://identifiers.org/kegg.compound/C00123
s_1022	L-leucine [extracellular]	http://identifiers.org/chebi/CHEBI:15603
s_1022	L-leucine [extracellular]	http://identifiers.org/kegg.compound/C00123
s_1023	L-leucine [mitochondrion]	http://identifiers.org/chebi/CHEBI:15603
s_1023	L-leucine [mitochondrion]	http://identifiers.org/kegg.compound/C00123
s_1024	L-leucine [vacuole]	http://identifiers.org/chebi/CHEBI:15603
s_1024	L-leucine [vacuole]	http://identifiers.org/kegg.compound/C00123
s_1025	L-lysine [cytoplasm]	http://identifiers.org/chebi/CHEBI:32551
s_1025	L-lysine [cytoplasm]	http://identifiers.org/kegg.compound/C00047
s_1026	L-lysine [extracellular]	http://identifiers.org/chebi/CHEBI:32551
s_1026	L-lysine [extracellular]	http://identifiers.org/kegg.compound/C00047
s_1027	L-lysine [mitochondrion]	http://identifiers.org/chebi/CHEBI:32551
s_1027	L-lysine [mitochondrion]	http://identifiers.org/kegg.compound/C00047
s_1028	L-lysine [vacuole]	http://identifiers.org/chebi/CHEBI:32551
s_1028	L-lysine [vacuole]	http://identifiers.org/kegg.compound/C00047
s_1029	L-methionine [cytoplasm]	http://identifiers.org/chebi/CHEBI:16643
s_1029	L-methionine [cytoplasm]	http://identifiers.org/kegg.compound/C00073
s_1030	L-methionine [extracellular]	http://identifiers.org/chebi/CHEBI:16643
s_1030	L-methionine [extracellular]	http://identifiers.org/kegg.compound/C00073
s_1031	L-methionine [mitochondrion]	http://identifiers.org/chebi/CHEBI:16643
s_1031	L-methionine [mitochondrion]	http://identifiers.org/kegg.compound/C00073
s_1032	L-phenylalanine [cytoplasm]	http://identifiers.org/chebi/CHEBI:17295
s_1032	L-phenylalanine [cytoplasm]	http://identifiers.org/kegg.compound/C00079
s_1033	L-phenylalanine [extracellular]	http://identifiers.org/chebi/CHEBI:17295
s_1033	L-phenylalanine [extracellular]	http://identifiers.org/kegg.compound/C00079
s_1034	L-phenylalanine [mitochondrion]	http://identifiers.org/chebi/CHEBI:17295
s_1034	L-phenylalanine [mitochondrion]	http://identifiers.org/kegg.compound/C00079
s_1035	L-proline [cytoplasm]	http://identifiers.org/chebi/CHEBI:17203
s_1035	L-proline [cytoplasm]	http://identifiers.org/kegg.compound/C00148
s_1036	L-proline [extracellular]	http://identifiers.org/chebi/CHEBI:17203
s_1036	L-proline [extracellular]	http://identifiers.org/kegg.compound/C00148
s_1037	L-proline [mitochondrion]	http://identifiers.org/chebi/CHEBI:17203
s_1037	L-proline [mitochondrion]	http://identifiers.org/kegg.compound/C00148
s_1038	L-saccharopine [cytoplasm]	http://identifiers.org/chebi/CHEBI:57951
s_1038	L-saccharopine [cytoplasm]	http://identifiers.org/kegg.compound/C00449
s_1039	L-serine [cytoplasm]	http://identifiers.org/chebi/CHEBI:17115
s_1039	L-serine [cytoplasm]	http://identifiers.org/kegg.compound/C00065
s_1040	L-serine [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:17115
s_1040	L-serine [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00065
s_1041	L-serine [extracellular]	http://identifiers.org/chebi/CHEBI:17115
s_1041	L-serine [extracellular]	http://identifiers.org/kegg.compound/C00065
s_1042	L-serine [mitochondrion]	http://identifiers.org/chebi/CHEBI:17115
s_1042	L-serine [mitochondrion]	http://identifiers.org/kegg.compound/C00065
s_1043	L-sorbose [cytoplasm]	http://identifiers.org/chebi/CHEBI:17266
s_1043	L-sorbose [cytoplasm]	http://identifiers.org/kegg.compound/C00247
s_1044	L-sorbose [extracellular]	http://identifiers.org/chebi/CHEBI:17266
s_1044	L-sorbose [extracellular]	http://identifiers.org/kegg.compound/C00247
s_1045	L-threonine [cytoplasm]	http://identifiers.org/chebi/CHEBI:16857
s_1045	L-threonine [cytoplasm]	http://identifiers.org/kegg.compound/C00188
s_1046	L-threonine [extracellular]	http://identifiers.org/chebi/CHEBI:16857
s_1046	L-threonine [extracellular]	http://identifiers.org/kegg.compound/C00188
s_1047	L-threonine [mitochondrion]	http://identifiers.org/chebi/CHEBI:16857
s_1047	L-threonine [mitochondrion]	http://identifiers.org/kegg.compound/C00188
s_1048	L-tryptophan [cytoplasm]	http://identifiers.org/chebi/CHEBI:16828
s_1048	L-tryptophan [cytoplasm]	http://identifiers.org/kegg.compound/C00078
s_1049	L-tryptophan [extracellular]	http://identifiers.org/chebi/CHEBI:16828
s_1049	L-tryptophan [extracellular]	http://identifiers.org/kegg.compound/C00078
s_1050	L-tryptophan [mitochondrion]	http://identifiers.org/chebi/CHEBI:16828
s_1050	L-tryptophan [mitochondrion]	http://identifiers.org/kegg.compound/C00078
s_1051	L-tyrosine [cytoplasm]	http://identifiers.org/chebi/CHEBI:17895
s_1051	L-tyrosine [cytoplasm]	http://identifiers.org/kegg.compound/C00082
s_1052	L-tyrosine [extracellular]	http://identifiers.org/chebi/CHEBI:17895
s_1052	L-tyrosine [extracellular]	http://identifiers.org/kegg.compound/C00082
s_1053	L-tyrosine [mitochondrion]	http://identifiers.org/chebi/CHEBI:17895
s_1053	L-tyrosine [mitochondrion]	http://identifiers.org/kegg.compound/C00082
s_1054	L-tyrosine [peroxisome]	http://identifiers.org/chebi/CHEBI:17895
s_1054	L-tyrosine [peroxisome]	http://identifiers.org/kegg.compound/C00082
s_1055	L-tyrosine [vacuole]	http://identifiers.org/chebi/CHEBI:17895
s_1055	L-tyrosine [vacuole]	http://identifiers.org/kegg.compound/C00082
s_1056	L-valine [cytoplasm]	http://identifiers.org/chebi/CHEBI:16414
s_1056	L-valine [cytoplasm]	http://identifiers.org/kegg.compound/C00183
s_1057	L-valine [extracellular]	http://identifiers.org/chebi/CHEBI:16414
s_1057	L-valine [extracellular]	http://identifiers.org/kegg.compound/C00183
s_1058	L-valine [mitochondrion]	http://identifiers.org/chebi/CHEBI:16414
s_1058	L-valine [mitochondrion]	http://identifiers.org/kegg.compound/C00183
s_1059	lanosterol [cytoplasm]	http://identifiers.org/chebi/CHEBI:16521
s_1059	lanosterol [cytoplasm]	http://identifiers.org/kegg.compound/C01724
s_1061	lanosterol [extracellular]	http://identifiers.org/chebi/CHEBI:16521
s_1061	lanosterol [extracellular]	http://identifiers.org/kegg.compound/C01724
s_1065	laurate [cytoplasm]	http://identifiers.org/chebi/CHEBI:18262
s_1065	laurate [cytoplasm]	http://identifiers.org/kegg.compound/C02679
s_1067	laurate [extracellular]	http://identifiers.org/chebi/CHEBI:18262
s_1067	laurate [extracellular]	http://identifiers.org/kegg.compound/C02679
s_1070	laurate [peroxisome]	http://identifiers.org/chebi/CHEBI:18262
s_1070	laurate [peroxisome]	http://identifiers.org/kegg.compound/C02679
s_1073	lauroyl-CoA [cytoplasm]	http://identifiers.org/chebi/CHEBI:57375
s_1073	lauroyl-CoA [cytoplasm]	http://identifiers.org/kegg.compound/C01832
s_1076	lauroyl-CoA [peroxisome]	http://identifiers.org/chebi/CHEBI:57375
s_1076	lauroyl-CoA [peroxisome]	http://identifiers.org/kegg.compound/C01832
s_1077	Leu-tRNA(Leu) [cytoplasm]	http://identifiers.org/chebi/CHEBI:16624
s_1077	Leu-tRNA(Leu) [cytoplasm]	http://identifiers.org/kegg.compound/C02047
s_1078	Leu-tRNA(Leu) [mitochondrion]	http://identifiers.org/chebi/CHEBI:16624
s_1078	Leu-tRNA(Leu) [mitochondrion]	http://identifiers.org/kegg.compound/C02047
s_1079	leukotriene A4 [cytoplasm]	http://identifiers.org/chebi/CHEBI:57463
s_1079	leukotriene A4 [cytoplasm]	http://identifiers.org/kegg.compound/C00909
s_1080	leukotriene A4 [nucleus]	http://identifiers.org/chebi/CHEBI:57463
s_1080	leukotriene A4 [nucleus]	http://identifiers.org/kegg.compound/C00909
s_1081	leukotriene B4 [cytoplasm]	http://identifiers.org/chebi/CHEBI:57461
s_1081	leukotriene B4 [cytoplasm]	http://identifiers.org/kegg.compound/C02165
s_1082	leukotriene B4 [nucleus]	http://identifiers.org/chebi/CHEBI:57461
s_1082	leukotriene B4 [nucleus]	http://identifiers.org/kegg.compound/C02165
s_1085	lignoceric acid [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:31014
s_1085	lignoceric acid [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C08320
s_1096	lipid [cytoplasm]	http://identifiers.org/chebi/CHEBI:18059
s_1096	lipid [cytoplasm]	http://identifiers.org/kegg.compound/C01356
s_1097	lipoamide [mitochondrion]	http://identifiers.org/chebi/CHEBI:17460
s_1097	lipoamide [mitochondrion]	http://identifiers.org/kegg.compound/C00248
s_1098	lipoylprotein [mitochondrion]	http://identifiers.org/chebi/CHEBI:15804
s_1098	lipoylprotein [mitochondrion]	http://identifiers.org/kegg.compound/C02051
s_1099	Lys-tRNA(Lys) [cytoplasm]	http://identifiers.org/chebi/CHEBI:16047
s_1099	Lys-tRNA(Lys) [cytoplasm]	http://identifiers.org/kegg.compound/C01931
s_1100	Lys-tRNA(Lys) [mitochondrion]	http://identifiers.org/chebi/CHEBI:16047
s_1100	Lys-tRNA(Lys) [mitochondrion]	http://identifiers.org/kegg.compound/C01931
s_1101	malonyl-CoA [cytoplasm]	http://identifiers.org/chebi/CHEBI:57384
s_1101	malonyl-CoA [cytoplasm]	http://identifiers.org/kegg.compound/C00083
s_1104	malonyl-CoA [mitochondrion]	http://identifiers.org/chebi/CHEBI:57384
s_1104	malonyl-CoA [mitochondrion]	http://identifiers.org/kegg.compound/C00083
s_1105	maltose [cytoplasm]	http://identifiers.org/chebi/CHEBI:17306
s_1105	maltose [cytoplasm]	http://identifiers.org/kegg.compound/C00208
s_1106	maltose [extracellular]	http://identifiers.org/chebi/CHEBI:17306
s_1106	maltose [extracellular]	http://identifiers.org/kegg.compound/C00208
s_1107	mannan [cytoplasm]	http://identifiers.org/chebi/CHEBI:28808
s_1107	mannan [cytoplasm]	http://identifiers.org/kegg.compound/C00464
s_1108	mannan [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:28808
s_1108	mannan [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00464
s_1109	mannose-(1D-myo-inositol 1-phosphate)2 [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60449
s_1110	mannose-(1D-myo-inositol 1-phosphate)2 [mitochondrion]	http://identifiers.org/chebi/CHEBI:60449
s_1111	mannose-1D-myo-inositol 1-phosphate [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60448
s_1112	mannose-1D-myo-inositol 1-phosphate [mitochondrion]	http://identifiers.org/chebi/CHEBI:60448
s_1113	mannosylinositol phosphorylceramide [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:25168
s_1114	mannosylinositol phosphorylceramide [Golgi]	http://identifiers.org/chebi/CHEBI:25168
s_1115	mannosylinositol phosphorylceramide [mitochondrion]	http://identifiers.org/chebi/CHEBI:25168
s_1116	mannosylinositol phosphorylceramide A (C24) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60416
s_1117	mannosylinositol phosphorylceramide A (C24) [Golgi]	http://identifiers.org/chebi/CHEBI:60416
s_1118	mannosylinositol phosphorylceramide A (C24) [mitochondrion]	http://identifiers.org/chebi/CHEBI:60416
s_1119	mannosylinositol phosphorylceramide A (C26) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:62706
s_1120	mannosylinositol phosphorylceramide A (C26) [Golgi]	http://identifiers.org/chebi/CHEBI:62706
s_1121	mannosylinositol phosphorylceramide A (C26) [mitochondrion]	http://identifiers.org/chebi/CHEBI:62706
s_1122	mannosylinositol phosphorylceramide B (C24) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60420
s_1123	mannosylinositol phosphorylceramide B (C24) [Golgi]	http://identifiers.org/chebi/CHEBI:60420
s_1124	mannosylinositol phosphorylceramide B (C24) [mitochondrion]	http://identifiers.org/chebi/CHEBI:60420
s_1125	mannosylinositol phosphorylceramide B (C26) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:62710
s_1126	mannosylinositol phosphorylceramide B (C26) [Golgi]	http://identifiers.org/chebi/CHEBI:62710
s_1127	mannosylinositol phosphorylceramide B (C26) [mitochondrion]	http://identifiers.org/chebi/CHEBI:62710
s_1128	mannosylinositol phosphorylceramide B' (C24) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60418
s_1129	mannosylinositol phosphorylceramide B' (C24) [Golgi]	http://identifiers.org/chebi/CHEBI:60418
s_1130	mannosylinositol phosphorylceramide B' (C24) [mitochondrion]	http://identifiers.org/chebi/CHEBI:60418
s_1131	mannosylinositol phosphorylceramide B' (C26) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:62708
s_1132	mannosylinositol phosphorylceramide B' (C26) [Golgi]	http://identifiers.org/chebi/CHEBI:62708
s_1133	mannosylinositol phosphorylceramide B' (C26) [mitochondrion]	http://identifiers.org/chebi/CHEBI:62708
s_1134	mannosylinositol phosphorylceramide C (C24) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60422
s_1135	mannosylinositol phosphorylceramide C (C24) [Golgi]	http://identifiers.org/chebi/CHEBI:60422
s_1136	mannosylinositol phosphorylceramide C (C24) [mitochondrion]	http://identifiers.org/chebi/CHEBI:60422
s_1137	mannosylinositol phosphorylceramide C (C26) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:62712
s_1138	mannosylinositol phosphorylceramide C (C26) [Golgi]	http://identifiers.org/chebi/CHEBI:62712
s_1139	mannosylinositol phosphorylceramide C (C26) [mitochondrion]	http://identifiers.org/chebi/CHEBI:62712
s_1140	mannosylinositol phosphorylceramide D (C24) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:60435
s_1141	mannosylinositol phosphorylceramide D (C24) [Golgi]	http://identifiers.org/chebi/CHEBI:60435
s_1142	mannosylinositol phosphorylceramide D (C24) [mitochondrion]	http://identifiers.org/chebi/CHEBI:60435
s_1143	mannosylinositol phosphorylceramide D (C26) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:62683
s_1144	mannosylinositol phosphorylceramide D (C26) [Golgi]	http://identifiers.org/chebi/CHEBI:62683
s_1145	mannosylinositol phosphorylceramide D (C26) [mitochondrion]	http://identifiers.org/chebi/CHEBI:62683
s_1148	Met-tRNA(Met) [cytoplasm]	http://identifiers.org/chebi/CHEBI:16635
s_1148	Met-tRNA(Met) [cytoplasm]	http://identifiers.org/kegg.compound/C02430
s_1149	Met-tRNA(Met) [mitochondrion]	http://identifiers.org/chebi/CHEBI:16635
s_1149	Met-tRNA(Met) [mitochondrion]	http://identifiers.org/kegg.compound/C02430
s_1150	methanethiol [cytoplasm]	http://identifiers.org/chebi/CHEBI:16007
s_1150	methanethiol [cytoplasm]	http://identifiers.org/kegg.compound/C00409
s_1151	methylglyoxal [cytoplasm]	http://identifiers.org/chebi/CHEBI:17158
s_1151	methylglyoxal [cytoplasm]	http://identifiers.org/kegg.compound/C00546
s_1153	myo-inositol [cytoplasm]	http://identifiers.org/chebi/CHEBI:17268
s_1153	myo-inositol [cytoplasm]	http://identifiers.org/kegg.compound/C00137
s_1154	myo-inositol [extracellular]	http://identifiers.org/chebi/CHEBI:17268
s_1154	myo-inositol [extracellular]	http://identifiers.org/kegg.compound/C00137
s_1156	myo-inositol 1,3,4,5,6-pentakisphosphate [cytoplasm]	http://identifiers.org/chebi/CHEBI:57733
s_1156	myo-inositol 1,3,4,5,6-pentakisphosphate [cytoplasm]	http://identifiers.org/kegg.compound/C01284
s_1157	myo-inositol 1,3,4,5,6-pentakisphosphate [nucleus]	http://identifiers.org/chebi/CHEBI:57733
s_1157	myo-inositol 1,3,4,5,6-pentakisphosphate [nucleus]	http://identifiers.org/kegg.compound/C01284
s_1158	myo-inositol hexakisphosphate [cytoplasm]	http://identifiers.org/chebi/CHEBI:58130
s_1158	myo-inositol hexakisphosphate [cytoplasm]	http://identifiers.org/kegg.compound/C01204
s_1159	myo-inositol hexakisphosphate [nucleus]	http://identifiers.org/chebi/CHEBI:58130
s_1159	myo-inositol hexakisphosphate [nucleus]	http://identifiers.org/kegg.compound/C01204
s_1161	myristate [cytoplasm]	http://identifiers.org/chebi/CHEBI:30807
s_1161	myristate [cytoplasm]	http://identifiers.org/kegg.compound/C06424
s_1163	myristate [extracellular]	http://identifiers.org/chebi/CHEBI:30807
s_1163	myristate [extracellular]	http://identifiers.org/kegg.compound/C06424
s_1166	myristate [peroxisome]	http://identifiers.org/chebi/CHEBI:30807
s_1166	myristate [peroxisome]	http://identifiers.org/kegg.compound/C06424
s_1176	myristoyl-CoA [cytoplasm]	http://identifiers.org/chebi/CHEBI:57385
s_1176	myristoyl-CoA [cytoplasm]	http://identifiers.org/kegg.compound/C02593
s_1179	myristoyl-CoA [peroxisome]	http://identifiers.org/chebi/CHEBI:57385
s_1179	myristoyl-CoA [peroxisome]	http://identifiers.org/kegg.compound/C02593
s_1180	N(1)-acetylspermidine [cytoplasm]	http://identifiers.org/chebi/CHEBI:58324
s_1180	N(1)-acetylspermidine [cytoplasm]	http://identifiers.org/kegg.compound/C00612
s_1181	N(1)-acetylspermine [cytoplasm]	http://identifiers.org/chebi/CHEBI:58101
s_1181	N(1)-acetylspermine [cytoplasm]	http://identifiers.org/kegg.compound/C02567
s_1182	N(2)-acetyl-L-ornithine [mitochondrion]	http://identifiers.org/chebi/CHEBI:16543
s_1182	N(2)-acetyl-L-ornithine [mitochondrion]	http://identifiers.org/kegg.compound/C00437
s_1183	N(pros)-methyl-L-histidine [cytoplasm]	http://identifiers.org/chebi/CHEBI:27596
s_1183	N(pros)-methyl-L-histidine [cytoplasm]	http://identifiers.org/kegg.compound/C01152
s_1184	N,N'-diacetylchitobiosyldiphosphodolichol [cytoplasm]	http://identifiers.org/chebi/CHEBI:12427
s_1184	N,N'-diacetylchitobiosyldiphosphodolichol [cytoplasm]	http://identifiers.org/kegg.compound/C04537
s_1185	N,N'-diformyldityrosine [cytoplasm]	http://identifiers.org/chebi/CHEBI:50611
s_1186	N,N'-diformyldityrosine [extracellular]	http://identifiers.org/chebi/CHEBI:50611
s_1187	N-(5-phospho-beta-D-ribosyl)anthranilate [cytoplasm]	http://identifiers.org/chebi/CHEBI:18277
s_1187	N-(5-phospho-beta-D-ribosyl)anthranilate [cytoplasm]	http://identifiers.org/kegg.compound/C04302
s_1188	N-[(R)-4-phosphonopantothenoyl]-L-cysteine [cytoplasm]	http://identifiers.org/chebi/CHEBI:59458
s_1188	N-[(R)-4-phosphonopantothenoyl]-L-cysteine [cytoplasm]	http://identifiers.org/kegg.compound/C04352
s_1189	N-acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm]	http://identifiers.org/chebi/CHEBI:16446
s_1189	N-acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm]	http://identifiers.org/kegg.compound/C04501
s_1190	N-acetyl-D-glucosamine 6-phosphate [cytoplasm]	http://identifiers.org/chebi/CHEBI:57513
s_1190	N-acetyl-D-glucosamine 6-phosphate [cytoplasm]	http://identifiers.org/kegg.compound/C00357
s_1191	N-acetyl-L-gamma-glutamyl phosphate [mitochondrion]	http://identifiers.org/chebi/CHEBI:57936
s_1191	N-acetyl-L-gamma-glutamyl phosphate [mitochondrion]	http://identifiers.org/kegg.compound/C04133
s_1192	N-acetyl-L-glutamate [mitochondrion]	http://identifiers.org/chebi/CHEBI:44337
s_1192	N-acetyl-L-glutamate [mitochondrion]	http://identifiers.org/kegg.compound/C00624
s_1193	N-acetylputrescine [cytoplasm]	http://identifiers.org/chebi/CHEBI:58263
s_1193	N-acetylputrescine [cytoplasm]	http://identifiers.org/kegg.compound/C02714
s_1194	N-carbamoyl-L-aspartate [cytoplasm]	http://identifiers.org/chebi/CHEBI:32814
s_1194	N-carbamoyl-L-aspartate [cytoplasm]	http://identifiers.org/kegg.compound/C00438
s_1195	N-formyl-L-kynurenine [cytoplasm]	http://identifiers.org/chebi/CHEBI:30249
s_1195	N-formyl-L-kynurenine [cytoplasm]	http://identifiers.org/kegg.compound/C02700
s_1196	N-formyl-L-tyrosine [cytoplasm]	http://identifiers.org/chebi/CHEBI:50603
s_1198	NAD [cytoplasm]	http://identifiers.org/chebi/CHEBI:57540
s_1198	NAD [cytoplasm]	http://identifiers.org/kegg.compound/C00003
s_1199	NAD [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:57540
s_1199	NAD [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00003
s_1200	NAD [mitochondrion]	http://identifiers.org/chebi/CHEBI:57540
s_1200	NAD [mitochondrion]	http://identifiers.org/kegg.compound/C00003
s_1201	NAD [nucleus]	http://identifiers.org/chebi/CHEBI:57540
s_1201	NAD [nucleus]	http://identifiers.org/kegg.compound/C00003
s_1202	NAD [peroxisome]	http://identifiers.org/chebi/CHEBI:57540
s_1202	NAD [peroxisome]	http://identifiers.org/kegg.compound/C00003
s_1203	NADH [cytoplasm]	http://identifiers.org/chebi/CHEBI:57945
s_1203	NADH [cytoplasm]	http://identifiers.org/kegg.compound/C00004
s_1204	NADH [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:57945
s_1204	NADH [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00004
s_1205	NADH [mitochondrion]	http://identifiers.org/chebi/CHEBI:57945
s_1205	NADH [mitochondrion]	http://identifiers.org/kegg.compound/C00004
s_1206	NADH [peroxisome]	http://identifiers.org/chebi/CHEBI:57945
s_1206	NADH [peroxisome]	http://identifiers.org/kegg.compound/C00004
s_1207	NADP(+) [cytoplasm]	http://identifiers.org/chebi/CHEBI:58349
s_1207	NADP(+) [cytoplasm]	http://identifiers.org/kegg.compound/C00006
s_1208	NADP(+) [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:58349
s_1208	NADP(+) [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00006
s_1210	NADP(+) [mitochondrion]	http://identifiers.org/chebi/CHEBI:58349
s_1210	NADP(+) [mitochondrion]	http://identifiers.org/kegg.compound/C00006
s_1211	NADP(+) [peroxisome]	http://identifiers.org/chebi/CHEBI:58349
s_1211	NADP(+) [peroxisome]	http://identifiers.org/kegg.compound/C00006
s_1212	NADPH [cytoplasm]	http://identifiers.org/chebi/CHEBI:57783
s_1212	NADPH [cytoplasm]	http://identifiers.org/kegg.compound/C00005
s_1213	NADPH [endoplasmic reticulum]	http://identifiers.org/chebi/CHEBI:57783
s_1213	NADPH [endoplasmic reticulum]	http://identifiers.org/kegg.compound/C00005
s_1214	NADPH [mitochondrion]	http://identifiers.org/chebi/CHEBI:57783
s_1214	NADPH [mitochondrion]	http://identifiers.org/kegg.compound/C00005
s_1215	NADPH [peroxisome]	http://identifiers.org/chebi/CHEBI:57783
s_1215	NADPH [peroxisome]	http://identifiers.org/kegg.compound/C00005
s_1216	nicotinamide [cytoplasm]	http://identifiers.org/chebi/CHEBI:17154
s_1216	nicotinamide [cytoplasm]	http://identifiers.org/kegg.compound/C00153
s_1217	nicotinamide [nucleus]	http://identifiers.org/chebi/CHEBI:17154
s_1217	nicotinamide [nucleus]	http://identifiers.org/kegg.compound/C00153
s_1218	nicotinamide ribose [cytoplasm]	http://identifiers.org/chebi/CHEBI:15927
s_1218	nicotinamide ribose [cytoplasm]	http://identifiers.org/kegg.compound/C03150
s_1219	nicotinate [cytoplasm]	http://identifiers.org/chebi/CHEBI:32544
s_1219	nicotinate [cytoplasm]	http://identifiers.org/kegg.compound/C00253
s_1220	nicotinate [extracellular]	http://identifiers.org/chebi/CHEBI:32544
s_1220	nicotinate [extracellular]	http://identifiers.org/kegg.compound/C00253
s_1221	nicotinate [mitochondrion]	http://identifiers.org/chebi/CHEBI:32544
s_1221	nicotinate [mitochondrion]	http://identifiers.org/kegg.compound/C00253
s_1222	nicotinic acid D-ribonucleotide [cytoplasm]	http://identifiers.org/chebi/CHEBI:57502
s_1222	nicotinic acid D-ribonucleotide [cytoplasm]	http://identifiers.org/kegg.compound/C01185
s_1223	nicotinic acid D-ribonucleotide [mitochondrion]	http://identifiers.org/chebi/CHEBI:57502
s_1223	nicotinic acid D-ribonucleotide [mitochondrion]	http://identifiers.org/kegg.compound/C01185
s_1224	NMN [cytoplasm]	http://identifiers.org/chebi/CHEBI:14649
s_1224	NMN [cytoplasm]	http://identifiers.org/kegg.compound/C00455
s_1225	NMN [extracellular]	http://identifiers.org/chebi/CHEBI:14649
s_1225	NMN [extracellular]	http://identifiers.org/kegg.compound/C00455
s_1227	NMN [nucleus]	http://identifiers.org/chebi/CHEBI:14649
s_1227	NMN [nucleus]	http://identifiers.org/kegg.compound/C00455
s_1228	NMN [peroxisome]	http://identifiers.org/chebi/CHEBI:14649
s_1228	NMN [peroxisome]	http://identifiers.org/kegg.compound/C00455
s_1229	nonadecaprenyl diphosphate [lipid particle]	http://identifiers.org/chebi/CHEBI:53034
s_1230	nonaprenyl 4-hydroxybenzoate [cytoplasm]	http://identifiers.org/chebi/CHEBI:18162
